x1,x2,x3,x4,x5,x6,x7,x8,class
16.635,18.114,14.065,19.509,21.577,24.053,15.173,20.03,4
3.6887,6.6973,5.8835,8.0781,4.8961,6.8144,7.7767,8.0153,1
0.4828,-4.099,-0.53675,-3.029,-1.9831,-0.10448,-5.839,-5.3766,3
-5.7404,-8.558,-5.5877,0.20544,0.087268,-0.55081,-8.4593,-8.8001,3
7.8049,4.9885,10.17,5.0247,3.0613,3.7443,1.8966,6.9315,1
12.713,10.77,12.978,15.054,9.0954,15.525,24.217,13.371,4
5.9867,4.8746,5.9277,9.753,6.2146,7.5535,8.1005,8.5325,1
-3.7038,-3.152,-3.7251,-3.5691,-2.6042,-4.4556,-3.1358,-3.3184,3
20.941,21.695,20.718,16.829,20.374,20.08,14.609,15.837,4
-9.1626,-12.204,-5.4618,-12.574,-5.132,-7.4337,-14.527,-8.2956,5
10.849,11.066,11.229,11.232,10.692,10.856,7.6747,10.731,2
-7.5189,-5.0854,-10.634,-10.113,-9.5272,-10.213,-8.2642,-12.78,5
4.3056,9.4587,7.9858,4.2927,5.1171,4.3076,5.8204,7.2215,1
14.791,8.5864,7.9192,9.3808,11.267,12.527,9.987,12.546,2
-4.0475,-1.6541,4.1433,-1.6917,-3.1646,-5.909,-5.8921,-4.3443,3
13.808,19.824,15.122,21.822,17.314,19.312,18.252,8.5673,4
14.733,13.879,10.431,15.899,14.258,15.196,13.352,15.725,2
24.178,14.948,17.189,22.107,14.716,29.612,15.291,16.981,4
17.696,17.407,10.436,15.79,20.1,16.891,18.233,18.586,4
-2.8189,-0.82769,-5.1525,-6.1989,-0.67632,-2.0709,-3.7317,-7.7611,5
17.483,26.911,19.896,22.635,15.281,23.976,33.386,20.092,4
-7.5949,-0.2408,-5.7014,-5.9082,-4.7062,-0.51031,-2.5289,-7.4259,5
-3.1645,-4.5626,-4.0418,-1.549,-2.2059,-3.9841,-2.5143,-4.0374,3
-7.5841,-5.6727,-9.453,-9.3968,-6.1957,-13.505,-7.2493,-6.4716,5
14.328,11.363,14.709,12.304,16.298,11.937,14.336,12.603,2
3.3685,4.8068,-0.66762,2.4686,3.3845,3.8382,1.885,5.7243,1
9.7385,8.9619,7.7399,9.7469,8.5031,7.7971,7.2249,11.105,2
12.232,14.161,14.052,14.348,16.082,13.6,10.949,10.113,2
15.502,19.221,14.741,19.29,15.505,11.322,17.514,17.629,4
-7.3312,-3.1575,-4.4923,-0.5683,-3.6837,-4.4727,-8.8536,-3.4584,3
-6.6898,-4.5658,-2.6347,-3.5894,0.70834,-1.894,-4.8817,-9.3875,3
14.623,11.115,14.958,13.028,14.74,15.114,14.229,10.825,2
-6.2843,-2.2657,-4.0429,-7.4065,-0.1757,-3.1831,-3.3204,-5.6003,3
14.874,15.272,12.043,11.818,16.635,17.296,16.968,15.089,2
11.553,8.9145,13.011,11.267,11.968,9.7245,12.219,2.9579,2
24.372,19.063,25.342,22.85,17.988,18.637,27.895,19.225,4
-1.5901,-3.9731,-4.8354,-1.019,-3.5173,-3.307,2.8311,-5.3632,5
13.937,10.492,9.675,10.657,12.329,11.789,16.26,12.926,2
-4.0624,-4.202,-0.1198,-8.7066,-3.5994,-4.4017,-1.3159,-0.44334,5
11.052,13.359,12.156,12.158,12.93,15.604,15.054,13.055,2
14.565,22.115,15.826,16.102,18.118,14.786,14.273,17.016,4
-4.1778,-1.7519,-4.9855,-3.0059,1.6293,-5.7324,-1.8976,-4.7188,5
-3.0403,0.37393,-4.9342,-6.036,-0.26957,-9.1283,-5.5831,-7.3435,5
5.2098,6.0141,7.9384,2.2784,2.2287,4.4291,6.1925,6.9984,1
9.0298,9.2087,17.38,16.52,17.084,7.18,10.089,14.519,2
-6.3462,-8.1208,-0.32453,-3.2327,-2.5596,-5.5683,-7.9333,-2.8453,3
4.3621,7.4901,6.8931,7.5459,3.527,5.1088,-1.8478,8.473,1
-7.4715,0.2563,-3.8072,-5.8121,-3.1522,-9.4864,-8.9391,-7.9302,3
-7.1413,-12.249,-10.245,-8.229,-9.3397,-10.205,-7.9323,-8.4086,5
13.913,11.175,9.8842,16.535,13.609,15.453,11.948,16.268,2
8.1959,10.009,15.319,11.191,13.388,11.48,11.8,9.7081,2
18.325,12.201,15.298,23.523,16.631,16.168,18.273,16.234,4
-7.3191,-7.412,-8.8103,-12.678,-7.1626,-5.3785,-7.2067,-11.67,5
15.665,21.01,10.306,26.814,25.83,16.733,30.884,27.369,4
2.3197,5.1841,3.5284,4.8008,3.1841,5.3362,6.6577,5.7629,1
-3.2906,-2.8801,-3.6744,-5.8247,-6.6667,-1.6086,1.1135,-2.5744,3
13.624,16.713,12.539,11.359,12.464,9.2078,9.3038,13.144,2
5.0808,10.47,6.5288,9.3904,5.9732,8.2547,7.5528,7.0724,1
-8.0685,-7.322,-2.7009,-5.7026,-1.7705,-5.8693,-1.8693,-1.0218,5
16.185,17.117,11.791,11.802,9.8013,14.852,9.4752,5.1918,2
-7.9178,-5.9978,-4.983,-7.2335,-7.8882,-3.2249,-3.4438,-4.6077,3
-3.5416,-9.0917,-9.7109,-7.8148,-7.4573,-14.085,-9.7477,-13.34,5
16.936,14.02,14.459,9.2064,9.0668,5.2429,14.192,7.253,2
27.801,10.868,33.678,20.054,24.595,18.154,24.191,22.257,4
9.4759,18.583,11.6,15.917,16.302,12.82,16.012,11.788,2
-2.4136,-5.1246,-3.3482,-2.4216,-3.2575,-2.6409,-3.4691,-4.2657,3
-3.2265,-4.2515,-3.367,-4.2173,-4.5898,-3.0109,-3.2966,-2.972,3
0.9779,4.8387,5.9574,6.3414,3.0327,2.742,6.3594,3.8949,1
21.138,21.62,20.557,18.152,17.145,15.243,15.546,22.552,4
12.855,7.5943,14.312,11.105,10.324,5.6445,8.6447,12.846,2
9.3295,10.133,11.572,9.559,12.727,12.08,13.458,15.007,2
-4.9077,-2.947,-4.1065,-2.9429,-2.279,-3.5958,-4.2517,-3.6441,3
-6.8933,-6.2503,-10.29,0.57333,-9.0323,-9.5528,-4.2621,-5.9576,5
3.484,4.0557,7.025,8.3195,5.1862,4.6847,5.832,4.8559,1
-5.912,-8.8657,-5.7356,-3.9378,-2.7895,-5.6618,-0.23968,-6.6688,3
-6.2761,-3.8341,-4.3632,-0.081549,-7.0711,-3.5102,-3.8765,-1.248,5
1.6886,2.1093,6.4598,3.05,7.7342,5.348,3.0683,3.7611,1
9.3866,11.752,9.3143,8.3903,3.846,6.8819,12.84,11.483,2
-0.844,-6.6104,-2.1479,-4.2297,-9.1638,-2.0267,-0.057126,-6.5044,3
23.299,15.807,18.501,24.915,16.238,12.349,15.722,24.114,4
-9.3012,-5.7856,-3.9939,-11.377,-9.1831,-2.49,-5.3984,-4.5109,5
7.3473,7.1624,7.4511,7.2714,5.7933,5.3053,-0.2742,6.72,1
-9.9511,-7.0309,-4.8328,-14.138,-9.7938,-5.5865,-7.2372,-9.4073,5
-7.2792,-6.925,-4.821,-10.166,-11.502,-6.7615,-5.3347,-7.3255,5
8.6066,9.3715,15.217,12.677,13.866,9.3963,10.31,16.181,2
19.424,15.263,22.719,17.497,19.469,30.895,21.045,15.947,4
-6.0335,-1.5805,-7.4514,-10.502,-3.4264,-5.5998,-3.9107,-6.6434,5
-4.1288,-3.0393,-1.9462,-4.3195,-4.2805,-4.933,-2.7567,-5.0401,3
-9.243,-10.551,-8.4525,-9.4312,-9.0074,-10.354,-6.7915,-7.5377,5
2.4452,-9.5021,-5.5027,-1.901,-3.4489,-1.6921,-11.612,-4.2235,3
-4.7512,-5.7344,-9.4747,-3.2853,-1.4568,-2.4703,-1.6306,-0.99971,3
-5.2494,-1.4324,-11.856,-4.2555,-0.75812,-7.0094,-5.8198,-5.621,3
14.136,16.432,16.979,21.48,13.603,20.031,16.173,20.42,4
11.942,10.381,16.675,8.8557,12.982,12.54,13.88,14.629,2
-5.2882,-7.2898,-10.784,-5.9102,-7.1919,-5.0872,-5.5927,-8.9855,5
-9.5679,-4.2357,-2.6305,-1.426,-4.5244,-6.4613,-6.9993,-2.3757,5
6.5374,5.0155,3.508,2.6233,7.5097,8.6979,6.962,5.064,1
-9.0189,-2.3724,0.056012,-1.4968,-4.2307,-2.4268,1.0549,-2.3911,5
16.641,22.412,20.783,14.98,28.422,14.771,14.412,21.385,4
27.394,15.626,19.83,18.304,21.484,23.821,24.967,20.369,4
24.012,28.818,28.746,21.822,21.914,20.866,26.622,28.93,4
15.613,9.5977,13.334,14.453,17.24,10.473,12.805,14.977,2
-3.4504,-2.9887,-2.9449,-2.9303,-4.4007,-3.5518,-2.1457,-4.0445,3
13.1,14.341,15.747,11.776,10.997,17.934,15.257,9.7835,2
-5.0854,-3.7964,-4.4943,-4.4413,-3.3416,-4.1627,-3.7446,-5.3002,3
5.4912,3.4987,5.3937,6.264,5.2082,4.1053,7.6809,5.6135,1
-4.1923,-4.3482,-3.6031,-2.458,-3.3058,-3.7225,-3.3402,-3.9738,3
4.6139,8.1861,3.6304,3.9261,0.88718,7.0936,5.0485,2.9429,1
14.156,14.994,16.252,11.346,10.17,10.309,10.824,14.251,2
-11.769,-4.4735,-6.1811,-6.2866,-9.7804,-9.5445,-8.8444,-10.477,5
-3.0358,-3.4775,-3.2584,-3.9732,-4.2107,-4.2228,-4.3875,-3.4863,3
-3.0964,-6.1717,-9.472,-10.414,-13.147,-9.5655,-7.7669,-3.9825,5
4.7659,6.0207,2.8289,6.3104,4.6837,3.6741,7.1067,2.9783,1
-7.2994,-7.4019,-7.574,-1.0012,-12.282,2.9183,-6.8614,-1.9248,5
-3.0192,-4.3758,-4.3598,-3.0531,-3.329,-1.2054,-4.1883,-2.8579,3
0.51894,-1.4599,2.8167,-1.8186,-7.0735,-1.9541,-3.5317,-5.1182,5
6.6263,7.6254,3.9666,6.9481,8.2313,4.558,6.9251,7.3117,1
4.5804,4.5625,3.5252,5.6064,2.6171,0.67539,5.9138,3.9295,1
-1.9957,-4.7196,-6.9681,-10.558,2.9508,0.29168,-0.33343,-3.6166,5
19.116,19.568,18.839,14.183,16.52,14.989,16.705,13.457,4
-3.1534,-3.7238,-3.166,-3.9538,-3.6201,-2.721,-3.9277,-3.4081,3
-4.3657,-3.331,-2.556,-3.9319,-2.468,-4.0252,-3.8414,-4.3904,3
-4.5223,-7.1091,-3.564,-1.1186,-0.48196,-3.9456,-3.8868,-1.8104,3
-3.2175,-9.228,-7.3846,-2.8597,-6.1893,-6.9074,-3.2163,-3.7266,5
-6.7548,-0.74592,-3.9729,-4.268,-3.5179,-1.6596,-4.7224,-8.3962,5
13.936,13.109,14.634,13.929,11.755,14.794,15.067,14.011,2
19.608,21.764,17.99,21.241,23.29,22.841,24.791,19.702,4
-2.7198,-3.8947,-3.6186,-5.6288,-6.429,-1.7071,-6.8298,-4.8047,5
-6.4464,-3.8441,-2.0535,-5.0429,-7.4025,-4.0824,-7.064,-5.5921,3
1.6555,-7.466,-4.8518,-4.3565,-1.2986,-8.4992,2.2741,1.7971,3
-5.5856,-6.668,-1.5298,-5.0793,-3.13,-0.54711,-3.4475,-3.5491,3
-7.5196,-6.2824,-7.0699,1.8666,-8.3718,-3.846,-1.9658,-8.3743,3
22.32,20.574,23.144,19.252,17.614,20.535,24.944,28.212,4
-4.7739,-3.8949,-3.2598,-3.567,-3.6191,-2.3404,-2.9868,-1.9649,3
14.665,17.518,19.172,18.557,20.516,13.935,12.359,17.455,4
-6.4482,-2.3227,-5.7425,-7.1749,-5.7557,-1.6267,-2.3471,0.018982,5
-14.794,-10.218,-9.1116,-10.466,-1.4849,-7.7221,-9.1381,-10.416,5
-12.808,-6.3162,-8.3236,-4.8376,-12.53,-9.0625,-10.494,-6.9392,5
15.716,21.702,17.986,20.047,18.155,17.834,15.458,13.494,4
21.358,23.833,19.576,17.66,23.671,21.973,16.781,24.296,4
-5.072,-2.6931,-4.1113,-3.9349,-4.6122,-3.1309,-2.1471,-2.1798,3
14.372,13.41,15.484,13.145,10.772,10.445,11.513,11.302,2
-6.2064,0.81976,-8.3602,-4.3881,-3.5806,-7.848,-7.7201,-12.997,5
1.5353,6.0124,2.2424,6.8248,10.595,4.9957,3.7292,3.9471,1
-4.8114,-2.1104,-1.5138,-3.389,-4.3846,-3.04,-4.2536,-1.2803,5
16.295,17.63,16.825,16.611,16.603,18.941,18.503,17.961,4
16.817,17.587,9.2981,16.432,9.8832,14.284,14.084,16.89,2
-1.15,-7.5951,-6.0839,-10.656,0.54774,-1.0237,-4.2422,-5.8668,3
-3.5184,-6.0649,-5.2639,-7.4047,-1.4582,-5.5527,-7.5861,0.62038,5
-1.3893,-8.5407,-1.7805,-3.2692,1.6542,-4.9333,-2.7762,-1.3677,5
10.147,11.395,8.9302,13.108,15.027,14.045,13.069,12.768,2
16.152,13.778,13.012,16.811,13.296,13.511,13.775,10.813,2
-5.0298,-6.9846,-11.403,-10.013,-11.446,-5.9013,-7.9973,-11.842,5
1.7185,5.3684,5.5039,6.86,6.1399,4.0257,4.2245,5.6821,1
1.0117,7.0494,5.4759,3.9443,6.5823,6.5245,6.135,6.271,1
-3.4777,-3.0293,-3.8567,-2.7307,-4.1816,-3.838,-3.2144,-4.2903,3
-2.0311,-5.7942,-5.5514,-4.7178,-5.2195,-3.4194,-0.9415,-2.6789,5
6.5751,6.2264,7.0371,3.0399,5.5154,1.7604,5.9211,3.6539,1
12.55,14.585,10.15,13.879,14.267,15.091,15.695,15.617,2
19.181,22.718,14.03,24.195,23.565,20.029,14.942,23.379,4
-11.056,-10.136,-2.5385,-8.4266,-8.6774,-12.257,-6.2562,-7.3122,5
14.635,12.605,11.258,8.5343,10.92,7.8817,7.6708,13.039,2
-8.1338,-7.922,-6.3747,-5.7049,-10.895,-6.9265,-7.2311,-9.1157,5
1.3448,4.183,1.5894,8.6377,2.1181,1.0579,3.042,3.4238,1
14.302,13.286,12.774,13.758,14.062,12.949,11.564,16.337,2
-1.6388,-15.188,-11.084,-9.6116,-3.1556,-10.174,-10.657,-11.897,5
18.345,16.936,15.624,30.468,17.379,16.755,22.231,19.792,4
14.696,16.383,17.367,14.529,20.161,15.037,16.869,15.051,4
-3.9158,-4.2622,-3.6322,-1.5371,-5.9746,-6.5194,-3.0456,-5.0273,5
-8.4285,-10.273,-12.506,-8.629,-8.359,-6.0734,-3.1438,-5.9467,5
-2.9876,-4.3955,-3.7763,-3.3657,-4.7303,-3.6486,-3.2321,-3.8659,3
14.217,25.283,23.351,28.639,20.158,18.372,27.034,21.707,4
-4.9807,-11.572,-9.5254,-11.327,-8.891,-2.8747,-5.7913,-8.1916,5
13.457,13.32,11.513,13.848,14.081,13.938,11.694,11.572,2
-5.5174,-0.90891,-0.83352,-3.1504,-9.6485,-7.1248,-2.4321,-1.5405,5
9.6887,13.556,6.2586,12.018,8.4514,8.8069,9.8217,0.97746,2
13.496,10.451,9.5172,11.709,16.037,11.908,13.285,17.583,2
11.294,11.958,5.0086,10.971,8.9296,13.654,11.191,13.159,2
3.2157,5.0913,3.9296,4.5526,3.5251,6.132,5.7849,5.9304,1
-6.789,-11.684,-10.384,-8.3125,-5.7504,-8.1401,-6.6006,-9.4793,5
7.0005,7.7615,0.33356,6.1046,5.6563,2.9997,8.0539,5.7475,1
9.5991,11.405,12.924,11.359,7.036,13.478,8.774,8.9866,2
12.634,12.04,12.139,12.734,14.651,12.578,15.03,14.169,2
16.643,13.522,17.487,14.272,16.614,19.579,18.288,17.533,4
14.57,13.501,11.655,15.946,13.01,13.996,11.911,14.449,2
11.528,11.435,12.483,14.831,12.053,15.153,13.26,16.172,2
-11.111,-8.1207,-10.897,-6.0039,-1.8643,-10.965,-5.9252,-7.1182,5
17.695,30.527,25.765,20.959,20.365,25.474,24.422,27.2,4
-2.1488,-4.4271,-2.6946,-7.0827,-5.6895,-7.7112,-2.0198,-0.47001,5
-5.7976,-8.8536,-2.1282,-2.9588,-1.2746,-0.39012,0.69615,-6.6245,5
13.803,11.305,6.8255,8.0304,9.8027,10.421,10.516,9.1377,2
-2.8683,-3.9378,-3.4207,-3.2937,-4.2784,-3.9738,-4.0273,-4.0688,3
11.287,10.475,7.7065,12.164,13.008,6.3948,11.45,9.581,2
-4.7396,-5.031,-2.4107,-4.0296,-2.6323,-4.0216,-3.7817,-2.2019,3
-3.1817,-4.3347,-3.0656,-4.0954,-4.3136,-3.9432,-4.0903,-3.1402,3
16.528,12.158,15.326,11.278,10.543,13.541,18.087,11.981,2
-1.2319,-4.5479,-2.6333,-2.9849,-2.974,-1.7019,-4.1128,-2.1809,3
1.5247,-1.7971,-4.7399,0.98346,-2.65,1.9274,-7.9975,-0.44143,3
7.0665,5.1689,6.6298,3.9923,7.3946,6.1396,8.369,3.2234,1
15.62,9.0196,14.694,18.798,15.778,17.528,12.372,16.83,4
16.159,19.615,15.645,21.613,13.15,15.44,19.101,14.106,4
21.512,14.833,19.271,19.666,19.598,17.337,14.232,17.108,4
-7.0354,-2.2978,-5.1143,-7.1821,-4.2071,-2.7801,-0.04483,-5.5463,5
-4.9865,-3.2968,-4.0307,-2.7515,-4.9177,-3.5511,-3.8987,-3.2662,3
-2.6183,-6.3806,-5.7684,-3.0395,-5.4955,-3.4687,-7.2881,-7.6035,5
-2.6577,-2.5467,-5.0584,-3.2493,-2.8846,-4.2533,-2.9927,-3.1313,3
6.934,8.2594,5.1201,4.9571,6.3807,7.7659,8.1029,5.1678,1
-8.0675,-8.7104,-5.949,-11.344,-9.6448,-10.087,-8.76,-9.5604,5
-3.9512,-3.3106,-2.7077,-3.6627,-2.909,-4.2151,-2.1861,-4.2253,3
-2.9771,-4.4046,-4.6765,-3.4538,-3.1481,-3.1816,-3.7556,-5.0508,3
-3.6449,-3.1608,-3.9874,-4.4409,-2.6369,-3.3387,-3.9934,-2.2717,3
-10.546,-9.6831,-12.787,-6.5431,-8.6792,-11.728,-11.339,-10.644,5
21.379,9.9392,16.889,18.475,16.716,17.681,12.018,16.841,4
-1.1938,-6.0597,-9.1653,-5.2956,-8.0521,-10.797,-8.574,-9.3272,5
11.711,10.011,14.012,13.62,15.105,12.452,13.668,12.142,2
-3.9814,-4.1125,-5.1318,-2.3235,-4.1441,-2.8111,-5.1725,-2.2706,3
-11.576,-6.5595,-2.8312,-6.1375,-2.8391,-9.5412,-3.7483,-3.1636,5
3.8354,5.1902,8.7782,3.4811,6.0219,2.3223,6.3505,6.874,1
12.18,21.144,27.546,19.479,20.493,15.54,24.5,24.746,4
-2.2729,-2.278,1.6451,-1.6315,-8.6879,-6.2547,-6.8157,-2.0605,3
14.309,11.585,13.443,15.67,19.813,15.12,18.416,8.2017,4
11.578,11.105,12.235,13.157,12.833,9.7061,8.1945,12.834,2
6.2779,6.9111,4.4053,3.4018,5.7824,5.4175,6.6691,0.69624,1
-3.8931,-6.9259,-4.8511,-3.6514,-2.9392,-5.1889,-5.7117,-3.9806,5
-1.6666,-2.5689,-6.3086,-3.6914,-9.1497,-1.7229,-3.4296,-9.6809,3
-10.205,-10.781,-6.8259,-3.638,-10.151,-5.3638,-9.8356,-8.812,5
8.8409,7.4652,5.8441,4.103,6.1221,4.6038,6.1159,1.9812,1
-2.7091,-3.3388,-2.9267,-3.6946,-9.1519,-3.2506,-4.0913,0.19888,3
13.382,12.203,13.556,13.322,12.119,15.246,10.481,13.648,2
8.8009,3.828,5.4736,1.6431,5.549,5.0581,6.4673,9.2637,1
13.721,15.907,13.614,13.331,15.556,13.44,13.808,13.044,2
-5.8809,-5.265,-2.2283,-1.8897,0.13129,-3.5437,-10.361,-0.25759,5
-5.0981,-2.4883,-0.146,-8.3326,-4.3548,-2.5805,-5.2367,-8.3823,3
-2.6306,-4.1928,-1.7258,-3.794,-3.5902,-2.971,-0.68477,-8.4012,5
-6.9469,-5.8264,-4.7286,-6.3547,-4.908,-1.8656,0.12891,-6.6947,3
-4.5088,-5.4031,1.5199,-0.63911,-5.5235,-0.056655,-2.0344,-5.006,3
15.026,12.487,13.502,14.969,12.514,11.499,15.163,14.144,2
-10.714,-2.7789,-4.8353,-13.253,-9.1116,-6.032,-11.922,-10.938,5
5.1091,8.5608,7.2374,7.445,4.2228,4.089,6.9713,3.4787,1
-3.2028,-7.0343,-4.5843,-3.2894,-1.431,-4.4754,-4.8318,-5.6407,5
13.917,11.731,13.053,11.296,15.337,13.691,11.567,11.187,2
12.128,13.235,14.266,14.066,10.911,17.356,11.663,13.309,2
5.4507,10.034,5.5833,4.4926,0.42289,7.5135,9.0592,2.629,1
13.684,9.0145,8.0859,8.5072,12.158,9.6217,13.92,12.299,2
17.512,21.36,20.437,19.207,19.613,16.62,15.804,19.648,4
-4.7346,-2.6832,-1.4868,-3.9749,-4.7984,-10.199,-11.797,-2.036,5
-3.0312,-6.7038,-2.6851,-2.6097,-2.8495,1.1102,-4.8867,-0.20775,5
17.991,23.668,17.833,24.033,24.986,23.566,18.567,17.93,4
22.276,17.091,26.596,20.443,16.689,23.544,23.547,23.275,4
7.3703,6.5197,6.7714,4.6029,5.8047,6.4892,8.2821,6.2315,1
-3.7333,-3.2888,-3.58,-2.8482,-2.4295,-4.0189,-3.6942,-4.1092,3
24.416,13.032,23.324,18.36,16.962,16.319,16.435,13.785,4
-7.7701,-6.5794,-0.27808,-4.7369,0.75743,-6.0341,-0.87876,-2.0698,5
-3.8901,-2.4531,-3.7248,-3.1939,-4.1527,-2.7273,-3.0539,-2.1945,3
19.679,18.242,20.899,17.118,17.984,15.735,16.273,19.635,4
8.045,18.33,11.898,10.956,10.86,16.073,8.7133,7.4139,2
-2.9653,-4.986,-4.6122,-3.7073,-2.4613,-2.6646,-4.0846,-4.8621,3
-4.2911,-2.3373,-3.013,-3.1306,-4.0306,-4.4492,-5.1438,-3.7323,3
0.79124,-7.8241,1.2066,-6.703,-3.5729,-2.2312,-1.3415,-3.6981,3
-0.45899,-6.9348,-9.1542,-8.5175,-5.5523,-4.1699,-4.5944,-7.8139,3
8.6661,5.6587,7.2363,10.045,6.2494,9.0275,6.5957,10.033,1
0.288,-4.593,-5.8227,-1.7591,-3.1362,-7.1593,-2.2141,-2.2408,3
15.866,18.076,16.449,17.456,17.941,17.849,17.676,16.563,4
3.3397,4.7163,5.3169,5.5327,5.191,6.3179,5.9028,3.912,1
4.5755,7.3033,4.096,1.785,2.9058,4.5296,7.2704,5.0734,1
8.5966,10.318,14.958,16.021,15.243,17.219,12.856,9.6169,2
-2.4076,0.57707,-3.7068,-4.9316,-6.072,0.62849,-7.8766,-3.807,3
-4.6041,-8.4033,1.8872,-0.86244,-5.8641,-7.2538,-2.0637,-9.7053,3
5.3762,5.9058,3.6711,7.6345,4.8264,7.1094,5.5443,7.4481,1
22.345,12.101,27.824,15.882,32.612,22.069,26.961,17.508,4
-3.8076,-2.7765,-3.8217,-3.7503,-3.3447,-2.8146,-4.844,-3.2257,3
17.346,11.875,20.874,16.864,23.124,17.619,18.856,14.516,4
16.474,11.394,16.311,16.319,9.3558,18.117,14.98,16.846,4
-3.8098,-2.9582,-4.2227,-2.8002,-3.5447,-2.796,-3.502,-4.0296,3
-4.7752,-5.2502,-2.5975,-3.6468,-3.9882,-3.3321,-3.3183,-3.2382,3
13.278,15.215,12.301,14.081,8.7041,10.064,13.38,11.734,2
7.9505,5.813,4.9335,3.6771,3.8985,4.4014,7.5154,4.7499,1
-3.7835,-1.7322,-5.9714,-0.45206,-6.7167,-1.4729,-4.0912,-6.0406,3
-3.5196,-0.8488,-4.8902,4.3747,-3.6805,-8.1536,-7.6527,-6.0202,3
19.026,15.568,15.734,15.162,20.86,19.297,20.164,17.805,4
-4.7169,-4.9344,-2.9903,-2.4589,-3.3399,-3.3517,-3.7242,-2.3106,3
-7.9733,-5.3371,-6.374,-5.1629,-1.7378,-3.1548,-4.2984,-4.7762,5
17.44,10.043,16.178,11.851,14.327,13.691,12.801,10.479,2
8.7226,9.5012,4.0929,5.5405,3.4927,5.1135,6.7818,4.7627,1
-7.2051,0.015801,-4.7031,-1.5703,-3.5938,-5.5398,-5.3859,-5.4974,5
8.7804,11.289,9.111,10.92,6.6382,16.137,8.3877,16.272,2
10.927,20.627,30.27,22.241,24.025,17.919,20.733,22.936,4
4.7726,6.5017,5.3515,2.0959,6.8853,5.0087,7.4928,6.1763,1
-7.6754,-6.9606,-11.059,-5.5233,-1.5198,-2.6985,4.5673,-9.5339,3
17.794,26.582,16.88,20.335,17.892,25.97,9.5556,20.38,4
-2.557,-4.51,-3.9994,-2.7778,-4.1905,-2.5992,-4.958,-3.3627,3
6.1803,5.2394,8.4387,6.5084,2.0207,3.5159,4.7065,8.4663,1
-3.2981,-3.9185,-4.3377,-3.2368,-5.0677,-5.6827,-3.0711,-4.042,3
10.862,13.016,9.7771,9.2231,8.4305,8.4133,7.5019,14.275,2
16.205,12.771,18,10.841,18.647,16.566,16.86,16.012,4
-6.6631,-7.0351,-2.8034,-3.5169,-3.2382,-9.6189,-1.7824,-5.4413,5
14.419,11.175,15.552,11.218,15.368,15.221,12.076,13.27,2
-6.5867,-0.82891,-6.0101,-5.4831,-2.3167,-3.5331,-1.2644,-4.0004,5
12.61,14.727,16.057,12.302,17.353,17.554,15.195,20.462,4
7.4005,1.1364,1.1927,7.0049,2.8244,3.731,5.0388,2.7027,1
12.195,23.496,19.154,17.935,21.241,18.449,26.76,17.108,4
17.44,17.874,22.029,11.23,20.428,24.001,20.506,14.524,4
16.214,21.256,13.303,16.645,14.888,14.558,15.278,19.088,4
6.338,2.7741,4.5569,6.443,5.7701,2.3557,8.2433,2.8869,1
5.0189,4.2937,5.087,3.8651,5.9846,5.163,0.96057,4.1666,1
19.148,18.584,20.035,17.302,16.524,17.655,19.882,19.156,4
-2.5429,-3.4275,-6.8579,-5.5329,3.8105,-8.5847,0.66759,-3.5434,5
8.9018,14.234,8.5716,7.8647,13.946,18.879,5.6605,9.837,2
-9.1342,-4.5446,0.014425,-6.3377,-7.1771,-2.0152,-5.7662,-1.2908,5
-3.3384,-3.9466,-3.656,-3.5191,-4.948,-4.2162,-4.5346,-4.6062,3
4.6328,6.3812,6.9208,4.5204,7.4153,4.0391,4.9158,10.592,1
18.48,21.184,25.121,17.156,19.52,15.472,14.361,15.015,4
-10.941,-6.4126,-7.9588,-7.8838,-6.4546,-6.0792,-7.2497,-7.743,3
0.78251,-5.9252,-4.8169,3.4347,-10.172,-13.584,-3.3368,-3.892,3
2.8053,7.5921,4.2082,6.8157,3.306,5.9353,2.8152,7.4044,1
-2.7001,-3.5231,-2.2428,-7.8466,-4.8364,-2.3446,-3.1376,-8.3428,5
19.802,13.127,19.556,15.642,13.963,17.847,12.733,13.994,4
-4.6815,-4.6779,-3.7546,-3.4084,-3.9595,-3.709,-3.0076,-3.7804,3
16.054,24.564,30.29,23.801,18.667,27.93,20.402,26.133,4
15.768,9.5778,11.227,15.034,12.968,16.31,14.795,12.203,2
-3.1394,-3.3982,-4.0618,-4.6131,-2.8229,-2.6808,-4.24,-3.2327,3
21.864,20.469,26.829,19.52,25.25,23.668,23.591,13.898,4
13.925,17.477,15.855,13.697,25.129,16.965,14.629,15.105,4
17.221,20.113,26.419,20.118,18.41,18.192,11.864,17.528,4
19.828,11.59,17.535,19.567,15.763,21.262,21.309,23.165,4
6.07,5.1863,4.9491,4.3589,4.9477,3.5259,5.2001,5.7975,1
-3.5818,-3.498,-3.1339,-4.4797,-3.4138,-1.6721,-2.8422,-2.689,3
-7.7956,-5.4965,-6.2759,-2.6172,-6.7089,-1.1212,-4.2711,-4.6616,3
9.2476,12.697,13.19,16.692,12.55,11.152,11.561,12.449,2
-3.7211,-5.6092,-1.3488,-3.2311,-4.9316,-9.5058,-4.5924,2.0002,3
5.1747,4.0818,4.7259,2.8737,2.8535,5.5306,2.866,3.5968,1
13.956,13.387,9.5518,15.94,10.5,11.214,12.884,11.36,2
